0.005,379.4
0.01,291.5
0.015,290.3
0.02,296.2
0.025,260.6
0.03,266.8
0.035,273.3
0.04,307.6
0.045,264.9
0.05,241.3
0.055,248.6
0.06,242.2
0.065,253.1
0.07,242.3
0.075,260.0
0.08,256.2
0.085,264.5
0.09,246.3
0.095,239.5
0.1,245.6
0.105,253.7
0.11,266.1
0.115,266.8
0.12,263.8
0.125,242.0
0.13,228.6
0.135,249.2
0.14,236.0
0.145,249.0
0.15,238.2
0.155,231.5
0.16,227.1
0.165,231.7
0.17,229.0
0.175,229.1
